words@al1995m	@al1995m	456.268	456.593	вы
words@al1995m	@al1995m	456.593	456.918	хоть
words@al1995m	@al1995m	456.918	457.243	что-то
words@al1995m	@al1995m	457.243	457.568	предъявили
words@al1995m	@al1995m	457.568	457.893	тому
words@al1995m	@al1995m	457.893	458.218	вот
words@al1995m	@al1995m	458.218	458.543	/
words@al1995m	@al1995m	458.543	458.868	прекрасному
words@al1995m	@al1995m	458.868	459.193	молодому
words@al1995m	@al1995m	459.193	459.518	человеку
words@al1995m	@al1995m	459.518	459.843	?
words@al1995m	@al1995m	462.03	462.285	ты
words@al1995m	@al1995m	462.285	462.54	пытаешься
words@al1995m	@al1995m	462.54	462.795	его
words@al1995m	@al1995m	462.795	463.05	искать
words@al1995m	@al1995m	463.05	463.306	?
words@al1995m	@al1995m	480.92	481.168	родила
words@al1995m	@al1995m	481.168	481.416	тогда
words@al1995m	@al1995m	481.416	481.664	когда
words@al1995m	@al1995m	481.664	481.912	хотела
words@al1995m	@al1995m	481.912	482.16	/
words@al1995m	@al1995m	482.16	482.412	/
words@al1995m	@al1995m	487.52	487.745	угу
words@al1995m	@al1995m	487.745	487.97	/
words@al1995m	@al1995m	487.97	488.197	/
words@al1995m	@al1995m	502.031	502.286	слушай
words@al1995m	@al1995m	502.286	502.541	я
words@al1995m	@al1995m	502.541	502.796	не
words@al1995m	@al1995m	502.796	503.051	думаю
words@al1995m	@al1995m	503.051	503.306	что
words@al1995m	@al1995m	503.306	503.561	зависит
words@al1995m	@al1995m	503.561	503.816	от
words@al1995m	@al1995m	503.816	504.071	/
words@al1995m	@al1995m	504.071	504.326	того
words@al1995m	@al1995m	504.326	504.581	/
words@al1995m	@al1995m	504.581	504.836	во
words@al1995m	@al1995m	504.836	505.091	сколько
words@al1995m	@al1995m	505.091	505.346	/
words@al1995m	@al1995m	505.346	505.609	/
words@al1995m	@al1995m	509.0	509.19	то
words@al1995m	@al1995m	509.19	509.38	есть
words@al1995m	@al1995m	509.38	509.57	в
words@al1995m	@al1995m	509.57	509.76	принципе
words@al1995m	@al1995m	509.76	509.95	бывшему
words@al1995m	@al1995m	509.95	510.14	можно
words@al1995m	@al1995m	510.14	510.33	сказать
words@al1995m	@al1995m	510.33	510.52	спасибо
words@al1995m	@al1995m	510.52	510.71	/
words@al1995m	@al1995m	510.71	510.906	/
words@al1995m	@al1995m	511.276	511.936	#смеётся#
words@al1995m	@al1995m	514.244	514.394	ну
words@al1995m	@al1995m	514.394	514.544	хоть
words@al1995m	@al1995m	514.544	514.694	что-то
words@al1995m	@al1995m	514.694	514.844	/
